"FullName","Name","LastWriteTime","Length"
"D:\Tradelatest\docs\analysis\audit-2026-06-02\profitability-dependency-graph.md","profitability-dependency-graph.md","03-06-2026 00:14:14","5710"
"D:\Tradelatest\docs\analysis\audit-2026-06-02\implemented-system-map.md","implemented-system-map.md","03-06-2026 00:13:47","5161"
"D:\Tradelatest\docs\analysis\audit-2026-06-02\architectural-evolution-report.md","architectural-evolution-report.md","03-06-2026 00:13:17","4405"
"D:\Tradelatest\docs\analysis\audit-2026-06-02\readme.md","readme.md","03-06-2026 00:12:49","2390"
"D:\Tradelatest\docs\analysis\architectural-evolution-from-plans.md","architectural-evolution-from-plans.md","02-06-2026 23:45:08","13510"
"D:\Tradelatest\docs\plans\claude-go-thrugh-docs-twinkling-finch.md","claude-go-thrugh-docs-twinkling-finch.md","02-06-2026 18:45:16","7681"
"D:\Tradelatest\docs\plans\yes-based-on-the-eventual-sunrise.md","yes-based-on-the-eventual-sunrise.md","02-06-2026 18:43:28","7072"
"D:\Tradelatest\docs\plans\goal-produce-a-complete-fluffy-grove.md","goal-produce-a-complete-fluffy-grove.md","02-06-2026 11:04:01","14301"
"D:\Tradelatest\docs\analysis\intelligence-artifact-evidence-map-2026-06-02.md","intelligence-artifact-evidence-map-2026-06-02.md","02-06-2026 10:42:16","5173"
"D:\Tradelatest\docs\analysis\feature-region-oos-persistence-multi-2026-06-02.md","feature-region-oos-persistence-multi-2026-06-02.md","02-06-2026 09:23:13","3783"
"D:\Tradelatest\docs\topics\config-validation.md","config-validation.md","02-06-2026 09:22:20","7245"
"D:\Tradelatest\docs\analysis\feature-region-oos-persistence-2026-06-01.md","feature-region-oos-persistence-2026-06-01.md","02-06-2026 00:37:12","6496"
"D:\Tradelatest\docs\plans\trd-m6-stays-downstream-plan-crystalline-pascal.md","trd-m6-stays-downstream-plan-crystalline-pascal.md","01-06-2026 23:38:48","9722"
"D:\Tradelatest\docs\analysis\phase6e-shadow-advisory-ab-bnbusdt-2026-06-01.md","phase6e-shadow-advisory-ab-bnbusdt-2026-06-01.md","01-06-2026 22:34:21","3184"
"D:\Tradelatest\docs\analysis\session-sweep-bnbusdt-2026-06-01.md","session-sweep-bnbusdt-2026-06-01.md","01-06-2026 17:58:44","7042"
"D:\Tradelatest\docs\plans\claude-architecture-migration-eager-wreath.md","claude-architecture-migration-eager-wreath.md","01-06-2026 16:47:43","17693"
"D:\Tradelatest\docs\topics\ultron-risk-gate.md","ultron-risk-gate.md","01-06-2026 16:41:47","4685"
"D:\Tradelatest\docs\plans\22-pre-existing-failures-check-splendid-biscuit.md","22-pre-existing-failures-check-splendid-biscuit.md","01-06-2026 16:10:55","4430"
"D:\Tradelatest\docs\plans\trd-m0-m5-tender-bentley.md","trd-m0-m5-tender-bentley.md","01-06-2026 12:09:17","13935"
"D:\Tradelatest\docs\architecture\llm-governance-layer.md","llm-governance-layer.md","01-06-2026 11:07:58","5311"
"D:\Tradelatest\docs\architecture\replay-governance.md","replay-governance.md","01-06-2026 11:07:53","5311"
"D:\Tradelatest\docs\plans\frolicking-foraging-hearth.md","frolicking-foraging-hearth.md","01-06-2026 11:01:36","6567"
"D:\Tradelatest\docs\analysis\user-intention-trace-2026-06-01.md","user-intention-trace-2026-06-01.md","01-06-2026 02:23:36","6476"
"D:\Tradelatest\docs\plans\this-is-a-valuable-pure-flurry.md","this-is-a-valuable-pure-flurry.md","01-06-2026 02:16:01","11179"
"D:\Tradelatest\docs\topics\context-report.md","context-report.md","01-06-2026 02:06:47","5552"
"D:\Tradelatest\docs\topics\_template.md","_template.md","01-06-2026 02:05:55","2072"
"D:\Tradelatest\docs\plans\refer-the-pure-docs-sunny-lagoon.md","refer-the-pure-docs-sunny-lagoon.md","01-06-2026 02:04:37","11253"
"D:\Tradelatest\docs\plans\one-remaining-gap-eventual-pixel.md","one-remaining-gap-eventual-pixel.md","01-06-2026 00:55:07","11022"
"D:\Tradelatest\docs\analysis\user-intention-trace-2026-05-30.md","user-intention-trace-2026-05-30.md","30-05-2026 01:57:05","11170"
"D:\Tradelatest\docs\plans\analyse-assistant-project-d-giggly-flask.md","analyse-assistant-project-d-giggly-flask.md","30-05-2026 01:55:05","5702"
"D:\Tradelatest\docs\analysis\roi-funnel-diagnosis-bnbusdt-2026-05-30.md","roi-funnel-diagnosis-bnbusdt-2026-05-30.md","30-05-2026 00:25:21","3662"
"D:\Tradelatest\docs\plans\from-docs-gather-the-foamy-swan.md","from-docs-gather-the-foamy-swan.md","29-05-2026 23:58:11","12726"
"D:\Tradelatest\docs\analysis\roi-baseline-bnbusdt-2026-05-29.md","roi-baseline-bnbusdt-2026-05-29.md","29-05-2026 16:16:06","3195"
"D:\Tradelatest\docs\plans\how-claude-is-refeering-soft-waterfall.md","how-claude-is-refeering-soft-waterfall.md","29-05-2026 14:20:03","6831"
"D:\Tradelatest\docs\plans\kind-dazzling-frost.md","kind-dazzling-frost.md","29-05-2026 14:19:49","5687"
"D:\Tradelatest\docs\architecture\collaboration-workflow.md","collaboration-workflow.md","29-05-2026 14:19:24","6372"
"D:\Tradelatest\docs\readme.md","readme.md","29-05-2026 12:51:34","2494"
"D:\Tradelatest\docs\architecture\code-map.md","code-map.md","29-05-2026 12:44:49","3626"
"D:\Tradelatest\docs\analysis\discovery-funnel-analysis.md","discovery-funnel-analysis.md","29-05-2026 12:44:49","22024"
"D:\Tradelatest\docs\architecture\services\_template.md","_template.md","28-05-2026 05:11:32","1390"
"D:\Tradelatest\docs\human-language-analysis\src-features-feedback-governance-inout.md","src-features-feedback-governance-inout.md","21-05-2026 11:33:58","58877"
